ID_TARIFA,RAZON_SOCIAL,NOMBRE_COMERCIAL,DESCRIPCION,COSTO_INSTALACION,TIPO_PAGO,VIGENCIA_BOLSA,UNIDAD_VIGENCIA_BOLSA,NOMBRE_TARIFA_PLAN,MB_DISPONIBLES,PRECIO_MENSUAL,MINUTOS_COMBOS,DENOMINACION_TECNOLOGIA
11581,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,15,DIA,2000MBX15DIASXBS40,2000,40,0,PAQUETES
11583,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,1,MES,2500MBX30DIASXBS75,2500,75,0,PAQUETES
11602,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,360,HORA,4 GB   15 MIN   WHATSAPP X 50 BS X 15 D  AS,4000,50,15,PAQUETES
11603,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,24 HRS X 10 BS,0,10,0,PAQUETES
11604,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,72,HORA,3 D  AS X 27 BS,0,27,0,PAQUETES
11605,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,168,HORA,7 D  AS X 60 BS,0,60,0,PAQUETES
11613,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,168,HORA,PREMIUM 7DIASX36BS,0,36,0,PAQUETES
11615,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,720,HORA,PREMIUM 30DIASX118BS,0,118,0,PAQUETES
11616,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,WHATSAPP FULL X 24 HRS X 2 BS,0,2,0,PAQUETES
11617,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,168,HORA,WHATSAPP SEMANAL X 8 BS,0,8,0,PAQUETES
11618,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,720,HORA,WHATSAPP MENSUAL X 20 BS,0,20,0,PAQUETES
11620,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,TIKTOK X 24 HRS X 3 9 BS,0,3.9,0,PAQUETES
11621,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,72,HORA,TIKTOK X 72 HRS X 8 BS,0,8,0,PAQUETES
11622,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,6,HORA,ZOOM MEET TEAMS CLASSMOODLE WEBEX X 6 HRS X 4 BS,0,4,0,PAQUETES
11905,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,360,HORA,1 GB   RRSS X 15 D  AS X 70 BS,1000,70,0,PAQUETES
11895,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,120 MB X 2 BS,120,2,0,PAQUETES
11910,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,2900MB X 20BS,2900,20,0,PAQUETES
11896,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,370 MB X 3 BS,370,3,0,PAQUETES
11906,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,YT X 24 HRS X 3 9 BS,0,3.9,0,PAQUETES
11911,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,360,HORA,4GB  15MIN  WHATSAPPX 50 BS X 15 D  AS,4000,50,15,PAQUETES
11907,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,YT   AMZ   NFLX   PARAMOUNT   PLUTO X 24 HRS X 5 9 BS,0,5.9,0,PAQUETES
11897,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,800 MB X 6 BS,800,6,0,PAQUETES
11904,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,120,HORA,FB   INSTA X 5 D  AS X 12 BS,0,12,0,PAQUETES
11901,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,WHATSAPP   TWITTER   FB X 24 HRS X 3 9 BS,0,3.9,0,PAQUETES
11898,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,1400MB X 10BS,1400,10,0,PAQUETES
11908,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,48,HORA,YT   AMZ   NFLX   PARAMOUNT   PLUTO X 2 D  AS X 9 BS,0,9,0,PAQUETES
11909,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,360,HORA,1 GB   YT   AMZ   NFLX   PARAMOUNT   PLUTO X 15 D  AS X 55 BS,1000,55,0,PAQUETES
11902,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,48,HORA,FB X 48 HRS X 4 9 BS,0,4.9,0,PAQUETES
11903,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,RRSS  WHATSAPP   TIKTOK   FACEBOOK   INSTAGRAM  X24HRSX5 9BS,0,5.9,0,PAQUETES
11912,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,120MB WHATSAPPX2BS,120,2,0,PAQUETES
11913,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,370MB WHATSAPPX3BS ,370,3,0,PAQUETES
11914,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,800MB WHATSAPPX6BS,800,6,0,PAQUETES
11915,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,1400MB WHATSAPPX10BS ,1400,10,0,PAQUETES
11916,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,2900MB WHATSAPPX20BS,2900,20,0,PAQUETES
11614,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,360,HORA,PREMIUM 15DIASX64BS,0,64,0,PAQUETES
11611,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,PREMIUM 24HRSX6BS,0,6,0,PAQUETES
11612,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,72,HORA,PREMIUM 3DIASX17BS,0,17,0,PAQUETES
9726,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,72,HORA,PAQUETIGO 4500   MINUTOS ,4500,36,3,COMBOS
9725,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,30,DIA,PAQUETIGO 1100,1100,38,2,COMBOS
9727,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,72,HORA,2800,2800,32.5,1,COMBOS
9723,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,1,DIA,PAQUETIGOS MIXTOS MEJORADOS,100,4,5,PAQUETES
9760,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,1,MES,MEGA PLAN 299,0,299,100,COMBOS
9756,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,1,MES,MEGA PLAN 189,15000,189,80,COMBOS
9728,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,168,HORA,PAQUETIGO ILIMITADO VASTRIX,0,50,15,COMBOS
9722,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,0,DIA,NUEVA OFERTA DE PAQUETIGOS,55,3,2,COMBOS
9812,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,2,MES,BLUE SIN LIMITE 200,1700,200,240,COMBOS
9814,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,2,MES,GOLD,13500,500,330,COMBOS
9817,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,2,MES,INFINITE,35000,2200,0,COMBOS
9816,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,2,MES,PLATINUM,25000,1100,0,COMBOS
9813,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,2,MES,BLUE SIN LIMITE 250,2000,250,300,COMBOS
9811,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,2,MES,BLUE SIN LIMITE 150,1500,150,150,COMBOS
9815,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,2,MES,TITANIUM,20000,750,0,COMBOS
10328,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,DATOS EMPRESA 109,22000,109,0,PAQUETES
10329,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,DATOS VIVA 20,200,20,0,PAQUETES
10330,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,DATOS VIVA 60,1100,60,0,PAQUETES
10326,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,DATOS EMPRESA 29,4000,29,0,PAQUETES
10327,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,DATOS EMPRESA 79,15000,79,0,PAQUETES
10331,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,DATOS VIVA 110,2500,110,0,PAQUETES
10332,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,DATOS VIVA 190,7500,190,0,PAQUETES
10333,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,DATOS VIVA 255,20000,255,0,PAQUETES
10335,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,DATOS VIVA 500,60000,500,0,PAQUETES
10334,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,DATOS VIVA 350,40000,350,0,PAQUETES
11073,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,4G POST   50,5120,50,,INTERNET MOVIL
11074,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,4G POST   98,10240,98,,INTERNET MOVIL
11076,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,PAQUETE CORP   20,2560,20,,INTERNET MOVIL
11071,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,PAQUETE CORP   280,71680,280,,INTERNET MOVIL
11077,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,PAQUETE CORP   40,5120,40,,INTERNET MOVIL
12180,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,12,HORA,HOTSPOT X 12 HORAS,1000,7,0,PAQUETES
12181,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,2,DIA,HOTSPOT X 2 D  AS,2000,20,0,PAQUETES
12686,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,ALVA B  SICO,0,1,0,PAQUETES
13700,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,168,HORA,PAQUETIGO SEMANA  168 HORAS ,1000,20,0,COMBOS
13697,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO D  A  24 HORAS ,250,5,0,COMBOS
13699,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,1,DIA,PAQUETIGOS MIXTOS MEJORADOS 2,350,6.5,2,COMBOS
12757,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,0,MES,TELEGROUP 30,0,30,0,COMBOS
12758,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,0,MES,TELEGROUP 35,0,35,0,COMBOS
12759,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,0,HORA,TELEGROUP 40,0,40,0,COMBOS
13001,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON BS 5 ,0,5,,INTERNET MOVIL
13002,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON BS 10 ,0,10,,INTERNET MOVIL
13003,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON BS 15,0,15,,INTERNET MOVIL
13004,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON BS 20,0,20,,INTERNET MOVIL
13005,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON BS 25,0,25,,INTERNET MOVIL
13006,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON BS 30,0,30,,INTERNET MOVIL
13007,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON BS 40,0,40,,INTERNET MOVIL
13009,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADDON 75BS,0,75,,INTERNET MOVIL
13010,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADDON 100BS,0,100,,INTERNET MOVIL
12999,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,LTE 180,0,180,,INTERNET MOVIL
13008,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADDON 50BS,0,50,,INTERNET MOVIL
12994,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,1,MES,INSTITUCIONAL PLUS,12000,155,0,COMBOS
13576,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,1,MES,ADICIONAL EMPRESA DIGITAL LITE,0,115,10,COMBOS
13575,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADICIONAL EMPRESA DIGITAL,0,205,,INTERNET MOVIL
13650,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,72,HORA,2700,2700,32,0,COMBOS
13666,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,1,DIA,NUEVA OFERTA PAQUETIGOS 2,10,3,4,COMBOS
13706,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,48,HORA,PAQUETIGO 1GB X 48HRS X BS6,1024,6,0,PAQUETES
13708,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,1,MES,1500MBX30DIASXBS50,1500,50,0,PAQUETES
